id,name,brewery_type
6-bears-and-a-goat-brewing-company-llc-fredericksburg,"6 Bears & A Goat Brewing Company, LLC",brewpub
6-bridges-brewing-johns-creek,6 Bridges Brewing,planning
6-degrees-of-separation-ossining,6 Degrees of Separation,brewpub
sing-sing-kill-brewery-ossining,Sing Sing Kill Brewery,micro
603-brewery-londonderry,603 Brewery,micro
from-the-barrel-brewing-company-londonderry,From the Barrel Brewing Company,micro
moonlight-meaderyhidden-moon-brewing-londonderry,Moonlight Meadery/Hidden Moon Brewing,contract
pipe-dream-brewing-londonderry,Pipe Dream Brewing,brewpub
608-brewing-company-la-crosse,608 Brewing Company,planning
pearl-street-brewery-la-crosse,Pearl Street Brewery,micro
612-brew-minneapolis,612 Brew,micro
able-seedhouse-and-brewery-minneapolis,Able Seedhouse and Brewery,micro
bauhaus-brew-labs-minneapolis,Bauhaus Brew Labs,micro
dangerous-man-brewing-co-minneapolis,Dangerous Man Brewing Co,micro
indeed-brewing-co-minneapolis,Indeed Brewing Co,regional
insight-brewing-company-minneapolis,Insight Brewing Company,micro
sociable-cider-werks-minneapolis,Sociable Cider Werks,micro
6th-and-la-brea-los-angeles,6th and La Brea,brewpub
7-devils-brewing-co-coos-bay,7 Devils Brewing Co,brewpub
7-hermits-brewing-company-eagle,7 Hermits Brewing Company,brewpub
bonfire-brewing-eagle,Bonfire Brewing,micro
bonfire-brewing-production-eagle,Bonfire Brewing Production,micro
7-hills-brewing-company-dubuque,7 Hills Brewing Company,brewpub
catfish-charlies-catfish-creek-brew-pub-dubuque,Catfish Charlies / Catfish Creek Brew Pub,brewpub
dimensional-brewing-co-dubuque,Dimensional Brewing Co.,micro
jubeck-new-world-brewing-dubuque,Jubeck New World Brewing,micro
7-locks-brewing-rockville,7 Locks Brewing,micro
7-mile-brewery-rio-grande,7 Mile Brewery,micro
cape-may-brewing-company-rio-grande-rio-grande,Cape May Brewing Company - Rio Grande,micro
7-seas-brewing-co-tacoma,7 Seas Brewing Co,micro
black-fleet-brewing-tacoma,Black Fleet Brewing,micro
dystopian-state-brewing-tacoma,Dystopian State Brewing,micro
e9-brewing-company-tacoma,E9 Brewing Company,micro
harmon-brewing-company-tacoma,Harmon Brewing Company,micro
mcmenamins-elks-temple-tacoma,McMenamins Elks Temple,brewpub
odd-otter-brewing-company-tacoma,Odd Otter Brewing Company,micro
pacific-brewing-and-malting-tacoma,Pacific Brewing and Malting,micro
ram-restaurant-and-brewery-tacoma-tacoma,RAM Restaurant and Brewery - Tacoma,brewpub
rock-wood-fired-pizza-and-brewery-tacoma-tacoma,Rock Wood Fired Pizza and Brewery - Tacoma,contract
sig-brewing-co-tacoma,Sig Brewing Co.,micro
tacoma-brewing-co-tacoma,Tacoma Brewing Co.,micro
7-sins-brewery-ripley,7 Sins Brewery,micro
7-sisters-brewing-co-san-luis-obispo,7 Sisters Brewing Co,brewpub
bang-the-drum-brewery-san-luis-obispo,Bang the Drum Brewery,micro
central-coast-brewing-co-higuera-st-san-luis-obispo,Central Coast Brewing Co - Higuera St.,brewpub
central-coast-brewing-co-monterey-st-san-luis-obispo,Central Coast Brewing Co - Monterey St.,micro
libertine-brewing-company-san-luis-obispo,Libertine Brewing Company,brewpub
slo-brewing-co-san-luis-obispo,SLO Brewing Co,micro
slo-brewing-co-the-rock-san-luis-obispo,SLO Brewing Co - The Rock,brewpub
tap-it-brewing-co-san-luis-obispo,Tap It Brewing Co,closed
there-does-not-exist-san-luis-obispo,There Does Not Exist,planning
underground-brewing-co-san-luis-obispo,Underground Brewing Co.,brewpub
718brewcafe-llp-metropolis,"718BrewCafe, LLP",brewpub
734-brewing-company-ypsilanti,734 Brewing Company,micro
arbor-brewing-co-microbrewery-ypsilanti,Arbor Brewing Co. Microbrewery,micro
7th-settlement-brewery-dover,7th Settlement Brewery,brewpub
garrison-city-beerworks-dover,Garrison City Beerworks,micro
7th-wave-brewing-medfield,7th Wave Brewing,micro
zelus-beer-company-medfield,ZeLUS Beer Company,contract
7venth-sun-brewery-dunedin,7venth Sun Brewery,micro
caledonia-brewing-dunedin,Caledonia Brewing,micro
cueni-brewing-co-dunedin,Cueni Brewing Co.,micro
dunedin-brewery-and-public-house-dunedin,Dunedin Brewery & Public House,brewpub
dunedin-brewery-production-facility-dunedin,Dunedin Brewery Production Facility,planning
soggy-bottom-brewing-co-dunedin,Soggy Bottom Brewing Co.,micro
woodwright-brewing-company-dunedin,Woodwright Brewing Company,micro
7venth-sun-tampa-tampa,7venth Sun Tampa,micro
angry-chair-brewing-llc-tampa,"Angry Chair Brewing, LLC.",micro
8-bit-aleworks-avondale,8-Bit Aleworks,micro
8-bit-brewing-company-murrieta,8 Bit Brewing Company,brewpub
electric-brewing-co-murrieta,Electric Brewing Co,micro
garage-brewing-company-murrieta,Garage Brewing Company,micro
inland-wharf-brewing-company-murrieta,Inland Wharf Brewing Company,micro
81bay-brewing-company-tampa,81Bay Brewing Company,micro
841-brewhouse-whitewater,841 Brewhouse,brewpub
second-salem-brewing-company-whitewater,Second Salem Brewing Company,brewpub
8one8-brewing-company-canoga-park,8one8 Brewing Company,micro
8th-street-ale-haus-sheboygan,8th Street Ale Haus,brewpub
8th-ward-brewing-company-poughkeepsie,8th Ward Brewing Company,planning
plan-bee-farm-brewery-poughkeepsie,Plan Bee Farm Brewery,micro
8th-wonder-brewery-houston,8th Wonder Brewery,micro
moon-tower-sudworks-houston,Moon Tower Sudworks,brewpub
sigma-brewing-company-houston,Sigma Brewing Company,micro
true-anomaly-brewing-houston,True Anomaly Brewing,planning
903-brewers-sherman,903 Brewers,micro
cellarmans-pub-and-brewery-sherman,Cellarman's Pub & Brewery,brewpub
927-beer-company-cambria,927 Beer Company,micro
95ate5-brewpub-saint-john,95ate5 Brewpub,brewpub
st-john-malt-brothers-brewing-saint-john,St John Malt Brothers Brewing,brewpub
9th-hour-brewing-company-llc-spring-grove,9th Hour Brewing Company LLC,planning
a-homestead-brew-valley-springs,A Homestead Brew,micro
a-little-madness-brewing-company-pensacola,A Little Madness Brewing Company,planning
goat-lips-chew-and-brewhouse-redneck-riviera-brewing-pensacola,Goat Lips Chew and Brewhouse / Redneck Riviera Brewing,brewpub
aardwolf-brewing-company-jacksonville,Aardwolf Brewing Company,micro
river-city-brewing-co-jacksonville,River City Brewing Co,brewpub
abandon-brewing-penn-yan,Abandon Brewing,micro
climbing-bines-craft-ale-company-penn-yan,Climbing Bines Craft Ale Company,micro
lyonsmith-brewing-company-penn-yan,Lyonsmith Brewing Company,micro
abandoned-building-brewery-easthampton,Abandoned Building Brewery,micro
bear-and-bramble-brewing-company-easthampton,Bear and Bramble Brewing Company,micro
fort-hill-brewery-easthampton,Fort Hill Brewery,micro
new-city-brewery-easthampton,New City Brewery,micro
opa-opa-brewery-easthampton,Opa Opa Brewery,contract
outlook-farm-brewery-westhampton,Outlook Farm Brewery,micro
abbey-brewing-co-miami-beach,Abbey Brewing Co,contract
gravity-brewlab-miami-beach,Gravity Brewlab,contract
abbey-brewing-company-llc-santa-fe,"Abbey Brewing Company, LLC",micro
rowley-farmhouse-ales-santa-fe,Rowley Farmhouse Ales,brewpub
second-street-brewery-santa-fe,Second Street Brewery,brewpub
aberrant-ales-howell,Aberrant Ales,brewpub
block-brewing-company-howell,Block Brewing Company,brewpub
eternity-brewing-co-howell,Eternity Brewing Co,micro
howells-mainstreet-winery-brewery-and-pizzeria-howell,"Howell's MainStreet Winery, Brewery & Pizzeria",brewpub
abide-brewing-company-newnan,Abide Brewing Company,micro
abigaile-hermosa-beach,Abigaile,brewpub
brewery-at-abigaile-hermosa-beach,Brewery At Abigaile,brewpub
abita-brewing-co-covington,Abita Brewing Co,regional
covington-brewhouse-covington,Covington Brewhouse,micro
able-baker-brewing-henderson,Able Baker Brewing,micro
hop-nuts-brewing-las-vegas,Hop Nuts Brewing,micro
able-ebenezer-brewing-company-merrimack,Able Ebenezer Brewing Company,micro
anheuser-busch-inc-a-merrimack-merrimack,Anheuser-Busch Inc â Merrimack,large
abnormal-beer-company-san-diego,Abnormal Beer Company,micro
karl-strauss-brewing-co-4s-ranch-san-diego,Karl Strauss Brewing Co - 4S Ranch,brewpub
abolitionist-ale-works-charles-town,Abolitionist Ale Works,brewpub
mash-brewing-company-charles-town,Mash Brewing Company,micro
abridged-beer-company-knoxville,Abridged Beer Company,brewpub
blackhorse-pub-and-brewery-knoxville-knoxville,Blackhorse Pub and Brewery -  Knoxville,brewpub
smoky-mountain-brewery-1-knoxville,Smoky Mountain Brewery (#1),brewpub
absolution-brewing-co-torrance,Absolution Brewing Co,micro
hopsaint-brewing-company-torrance,HopSaint Brewing Company,brewpub
scholb-premium-ales-torrance,Scholb Premium Ales,micro
absolution-by-the-sea-la-jolla,Absolution By the Sea,brewpub
karl-strauss-brewing-co-la-jolla-la-jolla,Karl Strauss Brewing Co - La Jolla,brewpub
rock-bottom-brewery-la-jolla-la-jolla,Rock Bottom Brewery - La Jolla,brewpub
the-fat-cat-beer-co-la-jolla,The Fat Cat Beer Co,contract
accomplice-beer-company-cheyenne,Accomplice Beer Company,brewpub
danielmarks-brewing-company-cheyenne,Danielmark's Brewing Company,micro
freedoms-edge-brewing-cheyenne,Freedom's Edge Brewing,micro
acidulous-brewing-company-littleton,Acidulous Brewing Company,contract
acopon-brewing-co-dripping-springs,Acopon Brewing Co,micro
family-business-beer-company-dripping-springs,Family Business Beer Company,micro
suds-monkey-brewing-dripping-springs,Suds Monkey Brewing,micro
twisted-x-brewing-co-dripping-springs,Twisted X Brewing Co,micro
acorn-brewing-edgewood,Acorn Brewing,micro
the-station-u-brew-puyallup,The Station U Brew,micro
acoustic-ales-brewing-experiment-san-diego,Acoustic Ales Brewing Experiment,closed
ballast-point-brewing-co-home-brew-mart-san-diego,Ballast Point Brewing Co / Home Brew Mart,large
bay-city-brewing-co-san-diego,Bay City Brewing Co.,micro
deft-brewing-san-diego,Deft Brewing,micro
latchkey-brewing-co-san-diego,Latchkey Brewing Co,micro
modern-times-barrel-house-san-diego,Modern Times Barrel House,micro
modern-times-beer-san-diego,Modern Times Beer,regional
modern-times-the-dankness-dojo-san-diego,Modern Times - The Dankness Dojo,brewpub
actual-brewing-company-llc-columbus,"Actual Brewing Company, LLC",micro
pretentious-barrel-house-columbus,Pretentious Barrel House,micro
adams-northwest-bistro-twin-rivers-brewing-monroe,Adam's Northwest Bistro / Twin Rivers Brewing,brewpub
circle-7-brew-works-monroe,Circle 7 Brew Works,closed
crooked-label-brewing-company-monroe,Crooked Label Brewing Company,micro
dreadnought-brewing-llc-monroe,Dreadnought Brewing LLC,brewpub
adirondack-pub-and-brewery-lake-george,Adirondack Pub and Brewery,micro
adirondack-toboggan-company-microbrewery-gouverneur,Adirondack Toboggan Company Microbrewery,micro
admerk-corp-inc-washington,AdMerk Corp. Inc.,contract
right-proper-brewing-company-washington-2,Right Proper Brewing Company,brewpub
adobe-creek-brewing-company-novato,Adobe Creek Brewing Company,micro
indian-valley-brewing-novato,Indian Valley Brewing,micro
adroit-theory-brewing-company-purcellville,Adroit Theory Brewing Company,micro
belly-love-brewing-company-purcellville,Belly Love Brewing Company,brewpub
corcoran-brewing-purcellville,Corcoran Brewing,micro
dragon-hops-brewing-purcellville,Dragon Hops Brewing,micro
hillsborough-farm-brewery-hillsborough-vineyards-purcellville,Hillsborough Farm Brewery / Hillsborough Vineyards,planning
jacks-run-brewing-co-purcellville,Jack's Run Brewing Co,micro
old-690-brewing-co-purcellville,Old 690 Brewing Co,brewpub
adventure-brewing-co-fredericksburg,Adventure Brewing Co,micro
highmark-brewery-fredericksburg,Highmark Brewery,micro
adventure-south-fredericksburg,Adventure South,brewpub
maltese-brewing-company-fredericksburg,Maltese Brewing Company,micro
aero-craft-brewing-denver,Aero Craft Brewing,planning
call-to-arms-brewing-company-denver,Call To Arms Brewing Company,micro
desteeg-brewing-coblind-faith-brewing-denver,DeSteeg Brewing Co/Blind Faith Brewing,micro
hogshead-brewery-denver,Hogshead Brewery,micro
lady-justice-brewing-company-denver,Lady Justice Brewing Company,micro
the-grateful-gnome-sandwich-shoppe-and-brewery-denver,The Grateful Gnome Sandwich Shoppe and Brewery,brewpub
aero-plains-brewing-wichita,Aero Plains Brewing,micro
limestone-beer-co-wichita,Limestone Beer Co,brewpub
aeronaut-brewing-company-somerville,Aeronaut Brewing Company,micro
remnant-brewing-somerville,Remnant Brewing,micro
somerville-brewing-company-somerville,Somerville Brewing Company,micro
aftershock-brewing-co-temecula,Aftershock Brewing Co,micro
black-market-brewing-co-temecula,Black Market Brewing Co,brewpub
ironfire-brewing-company-temecula,Ironfire Brewing Company,micro
refuge-brewery-inc-temecula,"Refuge Brewery, Inc.",micro
relentless-brewing-co-temecula,Relentless Brewing Co,micro
wiens-brewing-co-temecula,Wiens Brewing Co,closed
afterthought-brewing-company-lombard,Afterthought Brewing Company,micro
noon-whistle-brewing-company-lombard,Noon Whistle Brewing Company,micro
rock-bottom-brewery-yorktown-lombard,Rock Bottom Brewery - Yorktown,brewpub
against-the-grain-beer-garden-louisville,Against the Grain Beer Garden,planning
monnik-beer-company-louisville,Monnik Beer Company,brewpub
against-the-grain-brewery-louisville,Against the Grain Brewery,micro
bluegrass-brewing-co-brewpub-louisville,Bluegrass Brewing Co - Brewpub,brewpub
goodwood-brewing-co-louisville,Goodwood Brewing Co,micro
gordon-biersch-brewery-restaurant-louisville-louisville,Gordon Biersch Brewery Restaurant - Louisville,brewpub
against-the-grain-production-facility-louisville,Against the Grain Production Facility,micro
great-flood-brewing-production-facility-louisville,Great Flood Brewing- Production Facility,micro
agonic-brewing-company-llc-rice-lake,Agonic Brewing Company LLC,planning
agrarian-ales-llc-eugene,"Agrarian Ales, LLC",closed
ahnapee-brewery-algoma,Ahnapee Brewery,micro
aigean-ales-manchester,Aigean Ales,micro
stark-brewing-company-manchester,Stark Brewing Company,brewpub
aiken-brewing-co-aiken,Aiken Brewing Co,brewpub
airline-brewing-company-amherst,Airline Brewing Company,micro
airways-brewing-co-bistro-and-beer-garden-kent,Airways Brewing Co. Bistro & Beer Garden,brewpub
half-lion-public-house-kent,Half Lion Public House,brewpub
airways-brewing-co-kent,Airways Brewing Co,micro
akademia-brewing-company-athens,Akademia Brewing Company,brewpub
akasha-brewing-company-louisville,Akasha Brewing Company,micro
apocalypse-brew-works-louisville,Apocalypse Brew Works,micro
alameda-brewing-co-portland-2,Alameda Brewing Co,micro
fire-on-the-mountain-brewing-co-portland,Fire On the Mountain Brewing Co,brewpub
laurelwood-public-house-and-brewery-ne-portland,Laurelwood Public House and Brewery - NE,micro
second-profession-brewing-company-portland,Second Profession Brewing Company,brewpub
alameda-island-brewing-company-alameda,Alameda Island Brewing Company,micro
almanac-beer-company-alameda,Almanac Beer Company,micro
faction-brewing-co-alameda,Faction Brewing Co,micro
alamo-beer-co-san-antonio,Alamo Beer Co,micro
black-laboratory-breing-san-antonio,Black Laboratory Breing,micro
alarmist-brewing-co-chicago,Alarmist Brewing Co,micro
alaro-craft-brewery-sacramento,Alaro Craft Brewery,brewpub
at-ease-brewing-sacramento,At Ease Brewing,planning
big-stump-brewing-company-sacramento,Big Stump Brewing Company,micro
golden-road-brewing-co-sacramento,Golden Road Brewing Co,planning
touchstone-brewing-company-sacramento,Touchstone Brewing Company,planning
alaskan-brewing-co-juneau,Alaskan Brewing Co.,regional
barnaby-brewing-company-juneau,Barnaby Brewing Company,micro
devils-club-brewing-juneau,Devil's Club Brewing,brewpub
forbidden-peak-brewery-juneau,Forbidden Peak Brewery,micro
albia-brewing-co-albia,Albia Brewing Co,brewpub
albion-malleable-brewing-company-albion,Albion Malleable Brewing Company,brewpub
albright-grove-brewing-company-townsend,Albright Grove Brewing Company,planning
alcatraz-brewing-palm-coast,Alcatraz Brewing,micro
alcazar-brewery-llc-rio-grande-city,"Alcazar Brewery, LLC.",planning
alchemist-cannery-waterbury,Alchemist Cannery,regional
prohibition-pig-waterbury,Prohibition Pig,brewpub
aldus-brewing-company-hanover,Aldus Brewing Company,micro
miscreation-brewing-company-hanover,Miscreation Brewing Company,brewpub
something-wicked-brewing-company-hanover,Something Wicked Brewing Company,brewpub
warehouse-gourmet-bistro-and-brew-pub-hanover,Warehouse Gourmet Bistro & Brew Pub,micro
ale-asylum-madison,Ale Asylum,regional
alt-brew-greenview-brewing-llc-madison,ALT Brew / Greenview Brewing LLC,brewpub
flix-brewhouse-madison-madison,Flix Brewhouse - Madison,brewpub
karben4-brewing-madison,Karben4 Brewing,micro
next-door-brewing-company-madison,Next Door Brewing Company,brewpub
one-barrel-brewing-company-madison,One Barrel Brewing Company,micro
ale-house-brewing-co-san-jose,Ale House Brewing Co,micro
ale-industries-oakland,Ale Industries,micro
oakland-united-beerworks-oakland,Oakland United Beerworks,micro
ale-republic-cedar-crest,Ale Republic,micro
ale-spike-brewery-camano-island,Ale Spike Brewery,micro
ale-spike-stanwood,Ale Spike,closed
aleman-brewing-chicago,Aleman Brewing,micro
eris-brewery-and-cider-house-chicago,Eris Brewery And Cider House,brewpub
lake-effect-brewing-company-chicago,Lake Effect Brewing Company,micro
old-irving-brewing-co-chicago,Old Irving Brewing Co.,brewpub
alematic-artisan-ales-huber-heights,Alematic Artisan Ales,planning
alesatian-brewing-co-winchester,Alesatian Brewing Co.,brewpub
escutcheon-brewing-co-winchester,Escutcheon Brewing Co.,micro
winchester-brew-works-llc-winchester,Winchester Brew Works LLC,micro
alesong-brewing-and-blending-eugene,Alesong Brewing and Blending,micro
alesong-brewing-and-tasting-room-eugene,Alesong Brewing and Tasting Room,micro
claim-52-brewing-eugene,Claim 52 Brewing,micro
hop-valley-brewing-co-eugene,Hop Valley Brewing Co,large
